lat,lon,Id,cycloid_number,cusp_id,orientation_original,orientation_translated,stress,max_stress,slope,is_increasing,max_slope,min_slope,median_positive_slope,slope_to_max,slope_to_median_positive,stress_plot,cusp_direction
-10.232999999999999,26.46199999999999,3,19,65,101.1291893,281.1291893,78.3245842216446,95.92794921021998,-0.5956257982389378,False,18.21244522031124,-15.793273431015498,0.30739737537737394,-0.03270432888246507,-1.9376411314759032,,left
-9.437999999999999,24.101,4,19,66,92.86240523,272.86240523,83.55977799280828,93.55925519315097,-1.0239526454238757,False,20.029181214501172,-17.705789098499086,0.2604183244216571,-0.05112304065043516,-3.9319531284823865,,left
-3.838,21.44999999999999,1,20,67,115.46334509999998,295.46334509999997,73.07028488549588,91.45745193118844,-0.10805465931629113,False,50.860721709436554,-46.08712075488135,0.07622780743678836,-0.0021245207634606367,-1.4175228561558073,,left
-3.2060000000000004,15.802000000000021,1,21,68,121.5347919,301.5347919,73.46823089218691,85.11780871810672,-0.05012888060963065,False,61.71431934156917,-58.09630773279518,0.04849514323226259,-0.0008122730858001237,-1.0336886803188403,,left
-1.911,22.045999999999992,1,22,69,84.42136374,264.42136374,-55.9838674824191,92.27190100285557,4.674127017673259,True,102.28907617230283,-92.82675628492719,0.042133682752500165,0.045695270624986725,110.93563895493806,,left
-0.469,15.511000000000024,2,22,70,90.0,270.0,80.49296669135742,84.90909215812236,-7.00007601934407,False,412.1940651475518,-318.61976876323695,0.012194534673268915,-0.016982476486744842,-574.0338772162105,,left
1.22,27.555999999999983,1,23,71,67.24902366,247.24902366,70.0991334130072,98.37371698462456,0.06422362482681879,True,132.70524095334196,-152.4167979276538,0.04535940401145115,0.00048395695878657326,1.41588334826016,,left
1.162,23.51800000000003,2,23,72,73.85566122,253.85566122,71.88612256271298,93.97248671680877,0.09746343249663589,True,150.60232826202142,-166.9074259257393,0.03957735214080462,0.0006471575414628833,2.462606193306959,,left
0.725,19.31400000000002,3,23,73,80.07375449,260.07375449,73.03600807735177,89.17117967627179,0.12146666042981959,True,251.48643296598274,-244.99371038105647,0.014308252254830034,0.0004829948836494482,8.489273061901471,,left
0.152,14.848000000000013,4,23,74,84.09385889,264.09385889,73.21519924140746,84.19967034452525,0.11889266039155476,True,869.8358964850806,-335.00765595477674,0.04329665559360075,0.0001366840123200112,2.7460010192825868,,left
-0.526,10.783000000000015,5,23,75,86.42366562,266.42366562,-70.55790697350005,80.20048373432276,1.5393018124278928,True,377.6709646351658,-241.58470954336036,0.008280483483796949,0.004075774831975434,185.89516124752396,,left
-1.196,6.346000000000004,6,23,76,78.366366,258.36636599999997,-72.75010748734509,76.88070516067623,0.2781672942759956,True,162.84769211323757,-163.21960465464178,0.008294790128520371,0.001708143914514733,33.53518171840898,,left
-2.369,0.5910000000000082,7,23,77,90.0,270.0,74.7616703548526,74.8777069579258,-0.003288502141816377,False,83.028687933349,-83.38084670979543,0.02129812504771128,-3.960681812118012e-05,-0.1544033634157746,,left
-4.821000000000001,353.676,8,23,78,90.0,270.0,75.49533930929674,76.25926543858444,0.05885800255903792,True,40.7248733349257,-41.162540492733015,0.038432323894604374,0.0014452593154798406,1.5314713396059083,,left
-7.959,346.048,9,23,79,96.51980175,276.51980175,81.33832368882469,81.85207098586497,0.4196443656789097,True,23.542851372270835,-24.650458244741117,0.14825952111019375,0.017824704367508087,2.8304716117827566,,left
-11.275,338.417,10,23,80,106.60698059999999,286.6069806,-7.016199647409374,89.34928497781108,-10.23585634868029,False,15.30426511339066,-16.884341443439492,0.314861970690262,-0.6688237738200379,-32.50902713414562,,left
-13.401,332.041,11,23,81,103.57043440000001,283.5704344,28.571680252664752,95.56010481316552,-12.454744454722357,False,11.744676499690721,-13.647456403376875,0.4656927239541008,-1.0604587069767597,-26.744554540108965,,left
-13.44,19.44799999999998,1,24,82,120.14138559999999,300.1413856,70.33981519146505,87.26235957598638,-0.19169588064107557,False,13.890544564131165,-12.532136027405961,0.3880343415628124,-0.013800458272606671,-0.4940178229303581,,left
-9.85,13.271000000000015,2,24,83,83.41805534,263.41805534,79.84961256896756,81.54772022613888,-0.47928762377411777,False,19.61563163717106,-18.60542634932852,0.2107474254868948,-0.024433963312498256,-2.274227657428356,,left
-5.162000000000001,6.482000000000028,3,24,84,75.67728002,255.67728002,76.36674790163964,76.73409267093874,0.5591992977782084,True,38.18500446137091,-37.7409041071079,0.057876144284718954,0.014644473810233835,9.661999856577417,,left
-0.126,357.845,4,24,85,107.7446716,287.7446716,-74.93612997735949,75.04389678146924,-0.004913723170384911,False,198.31319014181125,-588.0164320344275,0.0017529502222469796,-2.4777591278074696e-05,-2.80311620263031,,left
-11.074000000000002,4.317000000000007,1,25,86,110.37643519999999,290.3764352,72.0672141573674,74.40294447445916,-0.0427507228491207,False,17.29556654974601,-17.036606384100313,0.23375837788006268,-0.0024717734875096364,-0.18288423814720065,,left
-5.85,357.962,1,26,87,59.74356284,239.74356284,74.22808767749194,74.46247062023818,0.007891265220867725,True,33.68677487207649,-33.74019921648069,0.013823981598699367,0.00023425410271046522,0.5708388111287834,,left
-6.49,352.516,2,26,88,88.91907581,268.91907581,75.46363912057646,76.70943366789311,0.07738112818996017,True,29.869811448156963,-30.421749075488265,0.060452967518001166,0.0025906132124156665,1.2800219967186603,,left
-8.378,346.535,3,26,89,91.06091169,271.06091169,78.47381423665215,81.29238251732188,0.33200033801923934,True,22.396715578892632,-23.326204101033635,0.14889220241668893,0.014823617188411629,2.2298033921891016,,left
-11.927,340.011,4,26,90,90.0,270.0,82.12403320058868,87.39546163988275,0.672083763025103,True,14.57723683496712,-15.935879362659826,0.30662002829759616,0.04610501775020512,2.1919108375164544,,left
-6.68,355.636,1,27,91,106.5348379,286.5348379,75.03219765993965,75.03766477527817,-0.015964974431758903,False,29.260307798235267,-29.485709471322963,0.03102841202434469,-0.0005456188137816436,-0.5145276019679282,,left
-10.437000000000001,349.913,2,27,92,103.0693179,283.0693179,77.78224701079643,77.78501462578554,0.035281421952014815,True,17.976818746880618,-18.529851854216375,0.1313103122518282,0.001962606535048752,0.26868736618607497,,left
-17.041,20.649,1,28,93,109.1481375,289.1481375,70.89911235177392,87.37188876545801,-0.30699839678827456,False,10.572783373616117,-9.293612178855627,0.5467691977981106,-0.02903666763421774,-0.5614771242136263,,left
-21.874000000000002,6.4080000000000155,3,28,94,264.8055711,264.8055711,68.07943478041184,71.08712093093078,-0.1673560583721696,False,7.740003753324227,-7.367416036986622,0.6945716120202716,-0.021622219278678315,-0.24094860123261874,,left
-21.459,8.836000000000013,2,28,95,266.4236656,266.4236656,69.2147719789614,73.3056097717305,-0.224614755576994,False,7.97166322559723,-7.472521358715888,0.6767362631695739,-0.02817664886491314,-0.3319088510566648,,left
-28.049,50.04200000000003,1,29,96,144.1178628,324.1178628,44.57911313419418,102.30935372027756,-0.7155705939096795,False,4.264866800709815,-2.4845626559497545,1.158955070515045,-0.1677826359760133,-0.6174273810214891,,left
-30.93,41.228999999999985,2,29,97,127.568592,307.56859199999997,53.41089940091907,98.30413471049904,-0.6889323625915088,False,4.173084738730339,-2.5238006059814166,1.143962341504802,-0.16508947354879652,-0.6022334281435059,,left
-33.041,31.07499999999999,3,29,98,124.64094750000001,304.64094750000004,51.3704400301861,90.10081047467042,-0.5414930768851105,False,4.077717568311478,-2.6512933935536163,1.084437412854209,-0.13279317849110742,-0.49933087005908056,,left
-34.394,23.245000000000005,4,29,99,147.38075690000002,327.38075690000005,34.19417568775846,81.81891162089326,-1.3966143087944565,False,3.894369527149513,-2.7248517440618634,1.0312333113527699,-0.35862398240793275,-1.3543145798523328,,left
-38.977,42.704999999999984,1,30,100,71.87813975,251.87813975,75.28624534862709,94.50539814445791,2.677560810490876,True,2.742755356967522,-1.5513804115245537,1.0875683818556023,0.9762302728491514,2.4619700748585926,,left
-38.81,33.10500000000002,2,30,101,76.9306821,256.9306821,88.19457660476127,88.62126476045137,0.5118836726952508,True,2.9971538813957888,-1.540690992149936,1.0610855327180981,0.17078992035499496,0.4824150899353036,,left
-37.084,17.887999999999977,1,31,102,92.24574257,272.24574257,59.039573183925874,74.8007499875282,-0.6125291057588192,False,3.361046386357033,-2.406690011778727,1.0102389374283567,-0.18224357397897342,-0.6063210227454315,,left
-34.037,13.757000000000005,1,32,103,20.07152586,200.07152586,-18.603101989768266,71.73910015655495,0.46018946898817703,True,3.9308548971718555,-3.1725054984009793,0.9775855644976352,0.11707109039289926,0.47074085962455947,,left
-35.17,10.177000000000021,1,33,104,99.92624551,279.92624551,54.29766633279446,67.36204494104616,-0.2208213443943019,False,3.640606824199183,-3.0586258996343805,0.9807639668978494,-0.060655092696771926,-0.2251523830884188,,left
-27.309,1.0160000000000196,2,33,105,80.53767779,260.53767779,62.55065279213766,63.97943904431062,-0.07896187761175633,False,5.499275665221157,-5.403446751437264,0.5279796595204642,-0.014358596007676371,-0.1495547720218487,,left
-23.963,357.29,3,33,106,81.46923439,261.46923439,64.76868695919148,66.37366157873193,0.015299240201695746,True,6.632329820981113,-6.725092575507305,0.09125351641249743,0.0023067670961261916,0.16765644550658074,,left
-24.107,357.154,4,33,107,72.29957221,252.29957221,64.57437814400193,66.36358792193802,0.0025425871425528083,True,6.571024328036015,-6.670106434415104,0.08990820217156638,0.00038693923741913024,0.02827981297747388,,left
-20.683000000000003,352.818,5,33,108,75.32360686,255.32360685999998,67.1690061904175,71.43410584271318,0.0802672554695616,True,8.030407113010131,-8.346495031003027,0.15923273705186644,0.009995415467731384,0.5040876452649078,,left
-17.096,347.958,6,33,109,83.51692631,263.51692631000003,71.94548230163802,77.30525016300705,0.1839082504439397,True,10.06428589024782,-10.65765878840057,0.23725705712262884,0.018273353166780044,0.7751434358763236,,left
-41.293,6.550999999999988,1,34,110,72.55281158,252.55281158,55.72325608114129,60.976170046850605,-0.5112417672442894,False,2.4789459320713183,-2.0868582263576494,0.5675949377567564,-0.20623352878742057,-0.9007158683705223,,left
-39.168,3.843999999999994,2,34,111,85.31410016,265.31410016,51.52996605960905,59.05842178834522,-0.1921052284195327,False,2.760716218224332,-2.515113835372528,0.5010193180057723,-0.06958528629324062,-0.38342878510987766,,left
-32.650999999999996,358.356,3,34,112,51.95295747,231.95295747,55.34404483584119,59.72693530214051,0.9564379265647551,True,3.9429036654453413,-3.9926524853394225,0.27563994115753376,0.24257197429060895,3.4698814785268426,,left
-28.789,353.625,4,34,113,86.72951208,266.72951208,61.358026582981616,66.12831154116778,0.12289682185154903,True,4.844510745149859,-5.135366885201871,0.20990556969606394,0.025368262827074682,0.5854862356892169,,left
-28.236,351.524,5,34,114,111.80140949999999,291.8014095,68.354289765701,68.37664512863331,0.0643090721809082,True,4.947444870547434,-5.345734322254449,0.25759142582275535,0.012998441390170035,0.24965532907589197,,left
-22.107,345.643,6,34,115,52.22431569,232.22431569,62.895486301727395,77.42957530886123,0.2489577689058474,True,7.029189196110749,-7.7284422903904675,0.3425474423061381,0.035417707783935555,0.7267833244638602,,left
-25.506999999999998,347.723,1,35,116,105.2551187,285.2551187,72.84066604713348,73.59800155899646,0.32231068408461605,True,5.727996501415498,-6.312790742355037,0.3269574083355613,0.056269357707353154,0.9857879829834709,,left
-24.533,341.745,2,35,117,108.82471000000001,288.82471,77.55697702978435,80.49027438789923,-1.7538866528863124,False,5.821551999823786,-6.713577140559626,0.4640777060963951,-0.30127475507208407,-3.779295212517722,,left
10.21,0.48599999999999,1,36,118,105.94539590000001,285.9453959,73.19217118902004,73.29682636434204,0.018087107192070993,True,18.75330974989678,-18.843218721092974,0.032721571015336855,0.000964475467706203,0.5527579095634932,,left
26.697,75.86599999999999,1,37,119,53.61564818,233.61564818,49.98455783870561,93.16452635492132,1.0148113934612757,True,1.6736000570403364,-2.5157775640977422,0.7701080364765023,0.6063643396713968,1.317751984649286,,left
64.952,89.46500000000003,1,38,120,313.5855768,313.5855768,65.3979521772557,88.57843218380806,-1.4963874029695583,False,1.690754348539447,-1.7009341920658574,0.7750280729439033,-0.885041286016628,-1.930752517499927,,left
64.557,83.59899999999999,1,39,121,210.37912599999999,210.37912599999999,29.84089282450789,88.68714443383168,1.2909286777712081,True,1.735383639931253,-1.6363196148391272,0.9042943040760449,0.7438866242984451,1.4275536978972831,,left
58.419,80.488,2,39,122,224.3097228,224.3097228,47.14127983256889,89.1513959756133,1.6106842729765511,True,1.6532502497869066,-1.419115190324831,0.974119216007572,0.9742531556757109,1.6534775687702181,,left
52.445,77.928,3,39,123,207.5820292,207.5820292,24.399777603675414,89.92925465677916,0.917231010588695,True,1.5748750235769122,-1.1822828401784897,1.0091275381387494,0.582415110314879,0.9089346746799223,,left
46.731,75.28399999999999,4,39,124,193.5704344,193.5704344,16.11147840077752,91.1179696018254,0.40368130403547725,True,1.5203399164635896,-1.063858152307588,1.0045694623404375,0.2655204271518875,0.40184508803899327,,left
-45.794,81.428,1,40,125,87.45519562,267.45519562,88.6489486795677,89.61359911425045,0.3424129373079212,True,1.1135458734505137,-1.41419037041067,0.9331720043865575,0.30749782785948077,0.36693442977108426,,left
-49.972,91.423,1,41,126,117.5528116,297.5528116,72.63470638845003,88.62534986991187,-1.0272226265826134,False,1.3620528196557118,-1.3081357307151706,0.9250519618021525,-0.7541723872663515,-1.1104485682960077,,left
-51.65,89.327,2,41,127,125.13419309999999,305.1341931,65.40463635704967,88.57255111107135,-1.2429031814527978,False,1.3673842207074447,-1.3838269109680574,0.8934322970543012,-0.9089641101824006,-1.3911554188836945,,left
-59.172,104.56399999999996,1,42,128,32.82854179,212.82854179,28.000049052181797,90.11118394898723,1.1027007929209425,True,1.7150726381344525,-1.3338407821943896,1.027849111570137,0.6429469915165754,1.0728236085513199,,left
-34.16,142.077,1,43,129,122.9052429,302.9052429,23.751551559268353,93.99806674125112,-2.249920525256004,False,2.236502419470784,-3.7254270685122504,0.9002867958724341,-1.0059995936818145,-2.4991153214411974,,left
-65.616,144.51,1,44,130,32.90524292,212.90524292,25.275232404031716,83.70594109686851,-0.6770660773604076,False,1.7694367216029934,-1.194281143443317,0.9935472944707773,-0.38264497910218015,-0.681463359749828,,left
-53.424,142.73900000000003,2,44,131,76.86597769,256.86597769,52.072447805995175,85.29357300589967,1.308434007039557,True,1.5838766750643407,-1.3442013920124571,0.814943220584774,0.8260958871601575,1.605552355047106,,left
-56.493,143.23699999999997,3,44,132,29.98163937,209.98163937,25.659305893955324,84.41562425441049,-0.2659926144244031,False,1.6280713155646807,-1.1149801225390288,0.8746356057267253,-0.16337896987770842,-0.30411820955241436,,left
